playerId,Name,Team,League
34145,Luca Siligardi,Parma Calcio 1913,SerieA
52382,Pierluigi Frattali,Parma Calcio 1913,SerieA
109182,Mattia Sprocati,Parma Calcio 1913,SerieA
122627,Amato Ciciretti,Parma Calcio 1913,SerieA
290832,Alessio Da Cruz,Parma Calcio 1913,SerieA
75218,Jordan Lukaku,Lazio,SerieA
149474,Vanja Milinkovic-Savic,SPAL 2013,SerieA
74141,Everton Luiz,SPAL 2013,SerieA
259527,Mattia Vitale,SPAL 2013,SerieA
98140,Federico Viviani,SPAL 2013,SerieA
142420,Gabriele Moncini,SPAL 2013,SerieA
362543,Demba Thiam,SPAL 2013,SerieA
365686,Lazar Nikolic,SPAL 2013,SerieA
371497,Giacomo Raspadori,Sassuolo,SerieA
375461,Andrea Ghion,Sassuolo,SerieA
332268,Luca Pellegrini,Cagliari,SerieA
372825,Andrea Rizzo Pinna,SPAL 2013,SerieA
372824,Paolo Gozzi Iweru,Juventus,SerieA
275831,Grigoris Kastanos,Juventus,SerieA
318750,Stephy Mavididi,Juventus,SerieA
320262,Luca Coccolo,Juventus,SerieA
11680,Johan Djourou,SPAL 2013,SerieA
371078,Milos Bocic,Udinese,SerieA
32514,Juraj Kucka,Parma Calcio 1913,SerieA
70561,Matteo Scozzarella,Parma Calcio 1913,SerieA
240989,Alberto Grassi,Parma Calcio 1913,SerieA
293996,Pepín,Parma Calcio 1913,SerieA
41237,Jonathan Biabiany,Parma Calcio 1913,SerieA
95046,Jacopo Dezi,Parma Calcio 1913,SerieA
370362,Gabriel Brazão,Parma Calcio 1913,SerieA
369677,Georgios Antzoulas,Fiorentina,SerieA
362780,Elia Caprile,Chievo,SerieA
342577,Lukas Lerager,Genoa,SerieA
372679,Fallou Njie,Genoa,SerieA
7323,Emil Hallfredsson,Frosinone,SerieA
371595,Karim Zedadka,Napoli,SerieA
106522,Marcello Trotta,Sassuolo,SerieA
18723,Federico Peluso,Sassuolo,SerieA
316537,Alessandro Rossi,Lazio,SerieA
371585,Luan Capanni,Lazio,SerieA
7323,Emil Hallfredsson,Udinese,SerieA
302650,Gianluca Scamacca,Sassuolo,SerieA
337839,Nunzio Lella,Cagliari,SerieA
113196,Andreas Cornelius,Atalanta,SerieA
370949,Facundo Colidio,Inter,SerieA
372893,Ibrahim Karamoko,Chievo,SerieA
280819,Nicolás Schiappacasse,Parma Calcio 1913,SerieA
369409,Carl Davordzie,Parma Calcio 1913,SerieA
298729,Abdou Diakhate,Parma Calcio 1913,SerieA
98140,Federico Viviani,Frosinone,SerieA
79502,Alessandro Iacobucci,Frosinone,SerieA
365828,Gianluca Saro,Empoli,SerieA
371596,Thomas Battistella,Udinese,SerieA
338774,Filip Vaško,Udinese,SerieA
369102,Giuseppe Marciano,Frosinone,SerieA
369103,Francesco Verde,Frosinone,SerieA
369539,Marco Spina,SPAL 2013,SerieA
319845,Ognjen Stijepovic,Sampdoria,SerieA
357433,Lorenzo Peli,Atalanta,SerieA
368312,Caleb Okoli,Atalanta,SerieA
333510,Simone Ghidotti,Fiorentina,SerieA
373081,Nicky Medja Beloko,Fiorentina,SerieA
369426,Nicolo Fagioli,Juventus,SerieA
356176,Ndary Adopo,Torino,SerieA
362440,Davide Marfella,Napoli,SerieA
374605,Christian Koffi,Fiorentina,SerieA
368242,Luca Gemello,Torino,SerieA
70675,Vasco Regini,Sampdoria,SerieA
349184,Raoul Bellanova,AC Milan,SerieA
373539,Marco Curto,Empoli,SerieA
365103,Gianmarco Cangiano,Roma,SerieA
333761,Abukar Mohamed,Lazio,SerieA
374601,Alessio Furlanetto,Lazio,SerieA
348649,Manuel Gasparini,Udinese,SerieA
125276,Gaspar Íñiguez,Udinese,SerieA
298060,Yann Karamoh,Inter,SerieA
371582,Pablo Moreno Taboada,Juventus,SerieA
367278,Zan Celar,Roma,SerieA
369141,Luca Belardinelli,Empoli,SerieA
372509,Samuele Ricci,Empoli,SerieA
372877,Redi Kasa,Parma Calcio 1913,SerieA
350254,Matteo Soncin,AC Milan,SerieA
370032,Mohamed Bahlouli,Sampdoria,SerieA
371353,Francesco Semeraro,Roma,SerieA
371354,Salvatore Pezzella,Roma,SerieA
371355,Riccardo Cargnelutti,Roma,SerieA
363048,Caio Vinicius,Bologna,SerieA
367521,Ludovico D'Orazio,Roma,SerieA
10928,Gianni Munari,Parma Calcio 1913,SerieA
369410,Yves Baraye,Parma Calcio 1913,SerieA
369412,Karolis Uzela,SPAL 2013,SerieA
369411,Ricardo Farcas,SPAL 2013,SerieA
369694,Andrea Errico,Frosinone,SerieA
375382,Michele Bragantini,Chievo,SerieA
369688,Nicolò Rovella,Genoa,SerieA
343560,Antonio Candela,Genoa,SerieA
340929,Andrea Marcucci,Roma,SerieA
373920,Tommaso Farabegoli,Sampdoria,SerieA
347697,Riccardo Ladinetti,Cagliari,SerieA
349795,Ben Kone,Torino,SerieA
343775,Eddie Salcedo,Inter,SerieA
369139,Niccolò Ricchi,Empoli,SerieA
375418,Alessandro Cerbara,Lazio,SerieA
375416,Roberto De Angelis,Lazio,SerieA
375417,Alessio Bianchi,Lazio,SerieA
362774,Joaquín Ardáiz,Frosinone,SerieA
371313,Alessandro Marongiu,Cagliari,SerieA
370336,Pier Paolo Salvati,Frosinone,SerieA
373544,Nicolò Cambiaghi,Atalanta,SerieA
322991,Titas Krapikas,Sampdoria,SerieA
364321,Andrea Di Maggio,Parma Calcio 1913,SerieA
364320,Drissa Camara,Parma Calcio 1913,SerieA
374902,Joao Piai,Napoli,SerieA
